source,type,prix,surface,prix_m2,nb_pieces,localisation
laforet,Appartement,779000.0,88.0,8852.27,4,75020
laforet,Appartement,813000.0,70.0,11614.29,3,75013
laforet,Appartement,789000.0,80.0,9862.5,4,75013
laforet,Appartement,750000.0,115.0,6521.74,5,75020
laforet,Appartement,845000.0,108.0,7824.07,5,75020
laforet,Appartement,1320000.0,112.0,11785.71,4,75009
laforet,Appartement,875000.0,71.0,12323.94,3,75003
laforet,Appartement,695000.0,80.0,8687.5,4,75015
laforet,Appartement,549000.0,41.0,13390.24,2,75002
laforet,Appartement,299000.0,24.0,12458.33,2,75002
laforet,Appartement,727900.0,84.0,8665.48,3,75015
laforet,Appartement,299000.0,35.0,8542.86,1,75014
laforet,Appartement,92500.0,11.0,8409.09,1,75018
laforet,Appartement,180000.0,24.0,7500.0,2,75018
laforet,Appartement,1480000.0,128.0,11562.5,5,75013
laforet,Appartement,187000.0,19.0,9842.11,1,75010
laforet,Appartement,633000.0,61.0,10377.05,3,75016
laforet,Appartement,271000.0,24.0,11291.67,2,75015
laforet,Appartement,1900000.0,132.0,14393.94,4,75014
laforet,Maison,1199000.0,139.0,8625.9,6,75011
laforet,Appartement,525000.0,37.0,14189.19,2,75004
laforet,Appartement,349000.0,35.0,9971.43,2,75020
laforet,Appartement,398000.0,56.0,7107.14,2,75012
laforet,Appartement,700000.0,89.0,7865.17,4,75018
laforet,Appartement,800000.0,69.0,11594.2,3,75017
laforet,Appartement,845000.0,108.0,7824.07,5,75020
laforet,Appartement,1260000.0,182.0,6923.08,5,75011
laforet,Appartement,299999.0,32.0,9374.97,2,75017
laforet,Appartement,315000.0,36.0,8750.0,2,75012
laforet,Appartement,1100000.0,76.0,14473.68,3,75006
laforet,Appartement,182000.0,26.0,7000.0,1,75018
laforet,Appartement,119000.0,13.0,9153.85,1,75010
laforet,Appartement,820000.0,71.0,11549.3,3,75017
laforet,Appartement,441000.0,37.0,11918.92,1,75017
laforet,Appartement,2155000.0,156.0,13814.1,5,75016
laforet,Appartement,1250000.0,71.0,17605.63,3,75006
laforet,Appartement,300000.0,40.0,7500.0,2,75017
laforet,Appartement,395000.0,31.0,12741.94,1,75003
laforet,Appartement,645000.0,82.0,7865.85,3,75009
laforet,Appartement,995000.0,85.0,11705.88,3,75001
laforet,Appartement,545000.0,42.0,12976.19,2,75003
laforet,Appartement,1300000.0,55.0,23636.36,3,75006
laforet,Maison,1645000.0,192.0,8567.71,6,75013
laforet,Appartement,325000.0,32.0,10156.25,2,75015
laforet,Appartement,322000.0,28.0,11500.0,2,75016
lefigaro,Appartement,2600000.0,124.34,20910.0,4,75007
lefigaro,Appartement,1190000.0,106.28,11197.0,5,75016
lefigaro,Appartement,470000.0,54.73,8588.0,3,75015
lefigaro,Appartement,980000.0,99.0,9899.0,5,75011
lefigaro,Appartement,1145000.0,79.0,14494.0,3,75005
lefigaro,Appartement,335000.0,30.0,11167.0,2,75020
lefigaro,Appartement,268000.0,22.0,12182.0,1,75008
lefigaro,Appartement,268000.0,22.0,12182.0,1,75017
lefigaro,Appartement,1995000.0,133.55,14938.0,6,75014
lefigaro,Appartement,1145000.0,105.0,10905.0,5,75014
lefigaro,Appartement,433000.0,39.68,10912.0,2,75014
lefigaro,Appartement,1335000.0,108.0,12361.0,3,75016
lefigaro,Appartement,1080000.0,60.4,17881.0,3,75014
lefigaro,Appartement,950000.0,68.04,13962.0,3,75015
lefigaro,Appartement,1150000.0,100.18,11479.0,5,75014
lefigaro,Appartement,865000.0,76.11,11365.0,4,75014
lefigaro,Appartement,1190000.0,84.32,14113.0,5,75007
lefigaro,Appartement,360000.0,26.0,13846.0,1,75013
lefigaro,Appartement,2484000.0,312.0,7962.0,7,75014
lefigaro,Appartement,515000.0,68.87,7478.0,3,75014
lefigaro,Appartement,575000.0,56.0,10268.0,3,75014
lefigaro,Appartement,1179000.0,83.3,14154.0,3,75013
lefigaro,Appartement,348000.0,28.5,12211.0,2,75005
lefigaro,Appartement,450000.0,54.56,8248.0,2,75014
lefigaro,Appartement,565000.0,50.4,11210.0,2,75014
lefigaro,Appartement,2750000.0,220.0,12500.0,5,75017
lefigaro,Appartement,558000.0,39.8,14020.0,2,75013
lefigaro,Appartement,780000.0,47.15,16543.0,2,75016
lefigaro,Appartement,279000.0,27.72,10065.0,1,75014
lefigaro,Appartement,419000.0,35.0,11971.0,2,75014
lefigaro,Appartement,145000.0,12.4,11694.0,1,75014
lefigaro,Appartement,484000.0,47.0,10298.0,2,75015
lefigaro,Appartement,3750000.0,195.0,19231.0,5,75016
lefigaro,Appartement,1940000.0,140.0,13857.0,5,75016
lefigaro,Appartement,2595000.0,131.0,19809.0,5,75006
lefigaro,Appartement,187500.0,15.11,12409.0,1,75016
lefigaro,Appartement,988000.0,98.04,10078.0,4,75017
lefigaro,Appartement,892000.0,69.0,12928.0,3,75013
lefigaro,Appartement,815000.0,70.0,11643.0,3,75015
lefigaro,Appartement,490000.0,63.0,7778.0,3,75016
lefigaro,Appartement,490000.0,63.0,7778.0,3,75016
lefigaro,Appartement,819900.0,69.48,11801.0,3,75017
lefigaro,Appartement,1100000.0,75.9,14493.0,4,75013
lefigaro,Appartement,670000.0,80.0,8375.0,4,75001
lefigaro,Appartement,1098000.0,96.0,11438.0,5,75017
lefigaro,Appartement,1985000.0,96.43,20585.0,4,75005
lefigaro,Appartement,716000.0,46.9,15267.0,2,75013
lefigaro,Appartement,2520000.0,145.0,17379.0,5,75016
lefigaro,Appartement,756000.0,51.0,14824.0,2,75004
lefigaro,Appartement,2475000.0,180.0,13750.0,6,75016
lefigaro,Appartement,3450000.0,231.28,14917.0,6,75016
lefigaro,Appartement,676000.0,49.5,13657.0,2,75013
lefigaro,Appartement,1395000.0,123.81,11267.0,5,75009
lefigaro,Appartement,1050000.0,77.35,13575.0,3,75004
lefigaro,Appartement,1330000.0,133.0,10000.0,5,75013
lefigaro,Appartement,1080000.0,114.65,9420.0,5,75015
lefigaro,Appartement,730000.0,48.8,14959.0,2,75013
lefigaro,Appartement,185000.0,20.35,9091.0,1,75013
lefigaro,Appartement,107000.0,9.65,11088.0,1,75016
lefigaro,Appartement,1100000.0,69.0,15942.0,3,75017
lefigaro,Appartement,1100000.0,69.0,15942.0,3,75009
lefigaro,Appartement,350000.0,31.62,11069.0,2,75018
lefigaro,Appartement,917000.0,50.0,18340.0,2,75003
lefigaro,Appartement,239000.0,16.0,14938.0,1,75016
lefigaro,Appartement,3950000.0,315.0,12540.0,7,75016
lefigaro,Appartement,1525000.0,128.27,11889.0,5,75016
lefigaro,Appartement,568000.0,40.0,14200.0,2,75013
lefigaro,Appartement,1130000.0,90.0,12556.0,4,75016
lefigaro,Appartement,490000.0,60.0,8167.0,2,75018
lefigaro,Appartement,640000.0,45.8,13974.0,2,75013
lefigaro,Appartement,1950000.0,100.0,19500.0,4,75016
lefigaro,Appartement,1399900.0,103.0,13591.0,4,75012
lefigaro,Appartement,1875000.0,138.0,13587.0,5,75016
lefigaro,Appartement,995000.0,90.1,11043.0,4,75015
lefigaro,Appartement,643000.0,45.8,14039.0,2,75013
lefigaro,Appartement,1200000.0,101.8,11788.0,4,75013
lefigaro,Appartement,1250000.0,188.0,6649.0,7,75012
lefigaro,Appartement,690000.0,81.27,8490.0,4,75020
lefigaro,Appartement,1250000.0,68.62,18216.0,3,75001
lefigaro,Appartement,740000.0,48.7,15195.0,2,75013
lefigaro,Appartement,1350000.0,77.0,17532.0,3,75016
lefigaro,Appartement,220000.0,25.0,8800.0,2,75017
lefigaro,Appartement,1750000.0,129.0,13566.0,6,75016
lefigaro,Appartement,999000.0,116.2,8597.0,4,75015
lefigaro,Appartement,490000.0,32.8,14939.0,1,75013
lefigaro,Appartement,699000.0,86.0,8128.0,4,75020
lefigaro,Appartement,830000.0,76.0,10921.0,4,75002
lefigaro,Appartement,457000.0,44.0,10386.0,2,75011
lefigaro,Appartement,1380000.0,152.0,9079.0,5,75016
lefigaro,Appartement,550000.0,93.0,5914.0,4,75013
lefigaro,Appartement,575000.0,66.0,8712.0,3,75018
lefigaro,Appartement,988000.0,98.0,10082.0,4,75017
lefigaro,Appartement,899000.0,77.0,11675.0,3,75015
lefigaro,Appartement,445000.0,30.0,14833.0,2,75015
lefigaro,Appartement,733000.0,47.8,15335.0,2,75013
lefigaro,Appartement,439999.0,39.0,11282.0,2,75008
lefigaro,Appartement,1184500.0,167.0,7093.0,5,75016
lefigaro,Appartement,1768000.0,168.98,10463.0,6,75003
lefigaro,Appartement,1190000.0,83.4,14269.0,3,75013
lefigaro,Appartement,320000.0,18.0,17778.0,1,75018
lefigaro,Appartement,1690000.0,113.0,14956.0,4,75014
lefigaro,Appartement,1380000.0,105.0,13143.0,4,75010
lefigaro,Appartement,2790000.0,203.98,13678.0,7,75017
lefigaro,Appartement,362000.0,26.0,13923.0,1,75013
lefigaro,Appartement,535000.0,54.0,9907.0,3,75015
lefigaro,Appartement,1495000.0,153.25,9755.0,6,75010
lefigaro,Appartement,799000.0,90.29,8849.0,5,75010
lefigaro,Appartement,7800000.0,452.64,17232.0,18,75016
lefigaro,Appartement,456000.0,32.1,14206.0,1,75013
lefigaro,Appartement,2500000.0,154.0,16234.0,5,75010
lefigaro,Appartement,900000.0,74.0,12162.0,3,75001
lefigaro,Appartement,900000.0,74.0,12162.0,3,75002
lefigaro,Appartement,1125000.0,73.04,15403.0,3,75002
lefigaro,Appartement,650000.0,40.89,15896.0,1,75013
lefigaro,Appartement,987000.0,98.0,10071.0,4,75017
lefigaro,Appartement,300000.0,28.04,10699.0,2,75018
lefigaro,Appartement,415000.0,50.0,8300.0,3,75018
lefigaro,Appartement,3095000.0,300.0,10317.0,8,75016
lefigaro,Appartement,265000.0,23.06,11492.0,2,75015
lefigaro,Appartement,405000.0,34.04,11898.0,2,75015
lefigaro,Appartement,408000.0,45.0,9067.0,2,75010
lefigaro,Appartement,419000.0,47.61,8801.0,2,75016
lefigaro,Appartement,2250000.0,212.0,10613.0,9,75016
lefigaro,Appartement,1100000.0,70.13,15685.0,3,75004
lefigaro,Appartement,1211000.0,83.9,14434.0,3,75013
lefigaro,Appartement,160000.0,15.26,10485.0,1,75013
lefigaro,Appartement,1350000.0,90.0,15000.0,5,75015
lefigaro,Appartement,950000.0,89.0,10674.0,4,75014
lefigaro,Appartement,899000.0,85.46,10520.0,4,75016
lefigaro,Appartement,943000.0,76.7,12295.0,3,75013
lefigaro,Appartement,725000.0,68.75,10545.0,3,75013
lefigaro,Appartement,274000.0,27.4,10000.0,1,75020
lefigaro,Appartement,399000.0,39.0,10231.0,2,75016
lefigaro,Appartement,877000.0,84.38,10393.0,4,75015
lefigaro,Appartement,505000.0,34.18,14775.0,1,75013
lefigaro,Appartement,950000.0,89.0,10674.0,4,75015
lefigaro,Appartement,287500.0,24.8,11593.0,1,75015
lefigaro,Appartement,766900.0,65.0,11798.0,4,75017
lefigaro,Appartement,999000.0,96.51,10351.0,4,75015
lefigaro,Appartement,699000.0,51.4,13599.0,2,75013
lefigaro,Appartement,570000.0,37.11,15360.0,2,75004
lefigaro,Appartement,525000.0,61.0,8607.0,3,75012
lefigaro,Appartement,1025000.0,94.6,10835.0,4,75010
lefigaro,Appartement,938000.0,77.01,12180.0,4,75015
lefigaro,Appartement,1192000.0,83.4,14293.0,3,75013
lefigaro,Appartement,1055000.0,105.0,10048.0,3,75012
lefigaro,Appartement,1300000.0,78.67,16525.0,4,75006
lefigaro,Appartement,895000.0,90.0,9944.0,4,75020
lefigaro,Appartement,435000.0,32.28,13476.0,2,75017
lefigaro,Appartement,275000.0,27.81,9889.0,2,75017
lefigaro,Appartement,120000.0,10.0,12000.0,1,75017
lefigaro,Appartement,685000.0,70.03,9782.0,3,75016
lefigaro,Appartement,1310000.0,104.9,12488.0,4,75016
lefigaro,Appartement,726000.0,48.5,14969.0,2,75013
lefigaro,Appartement,329000.0,33.0,9970.0,2,75012
lefigaro,Appartement,670000.0,66.92,10012.0,3,75015
lefigaro,Appartement,650000.0,56.43,11519.0,2,75015
lefigaro,Appartement,1450000.0,100.44,14436.0,4,75008
lefigaro,Appartement,621000.0,44.9,13831.0,2,75013
lefigaro,Appartement,427500.0,31.19,13706.0,2,75015
lefigaro,Appartement,795000.0,46.07,17256.0,2,75002
lefigaro,Appartement,565000.0,41.37,13657.0,2,75001
lefigaro,Appartement,1010000.0,95.42,10585.0,5,75015
lefigaro,Appartement,1119000.0,82.3,13597.0,4,75013
lefigaro,Appartement,1470000.0,142.08,10346.0,5,75011
lefigaro,Appartement,175000.0,24.85,7042.0,1,75010
lefigaro,Appartement,2350000.0,130.0,18077.0,5,75005
lefigaro,Appartement,349000.0,24.57,14204.0,1,75013
lefigaro,Appartement,1650000.0,101.65,16232.0,4,75016
lefigaro,Appartement,735000.0,71.61,10264.0,3,75013
lefigaro,Appartement,735000.0,71.61,10264.0,4,75013
lefigaro,Appartement,1390000.0,130.0,10692.0,5,75015
lefigaro,Appartement,1378000.0,103.5,13314.0,4,75013
lefigaro,Appartement,630000.0,51.8,12162.0,3,75013
lefigaro,Appartement,800000.0,89.05,8984.0,4,75011
lefigaro,Appartement,449000.0,37.0,12135.0,2,75005
lefigaro,Appartement,360000.0,39.0,9231.0,2,75012
lefigaro,Appartement,221000.0,22.81,9689.0,1,75015
lefigaro,Appartement,318000.0,28.38,11205.0,2,75010
lefigaro,Appartement,980000.0,69.65,14070.0,2,75003
lefigaro,Appartement,555555.0,67.04,8287.0,3,75015
lefigaro,Appartement,1350000.0,95.5,14136.0,4,75008
lefigaro,Appartement,2490000.0,124.0,20081.0,5,75016
lefigaro,Appartement,1332000.0,108.2,12311.0,4,75013
lefigaro,Appartement,850000.0,39.04,21773.0,2,75007
lefigaro,Appartement,236000.0,22.7,10396.0,1,75010
lefigaro,Appartement,910000.0,65.45,13904.0,3,75002
lefigaro,Appartement,1399000.0,130.0,10762.0,5,75016
lefigaro,Appartement,736000.0,48.7,15113.0,2,75013
lefigaro,Appartement,1030000.0,74.07,13906.0,3,75016
lefigaro,Appartement,680000.0,57.01,11928.0,2,75020
lefigaro,Appartement,1790000.0,135.0,13259.0,4,75002
lefigaro,Appartement,960000.0,77.68,12358.0,3,75013
lefigaro,Appartement,1150000.0,80.0,14375.0,3,75004
lefigaro,Appartement,180000.0,25.0,7200.0,1,75019
lefigaro,Appartement,1699000.0,142.67,11909.0,4,75002
lefigaro,Appartement,991000.0,79.36,12487.0,3,75013
lefigaro,Appartement,465000.0,70.0,6643.0,3,75015
lefigaro,Appartement,575000.0,40.07,14350.0,2,75003
lefigaro,Appartement,540000.0,52.0,10385.0,2,75015
lefigaro,Appartement,2200000.0,142.0,15493.0,5,75016
lefigaro,Appartement,683000.0,45.4,15044.0,2,75013
lefigaro,Appartement,680000.0,68.12,9982.0,3,75009
lefigaro,Appartement,2850000.0,145.0,19655.0,5,75015
lefigaro,Appartement,3495000.0,160.0,21844.0,5,75018
lefigaro,Appartement,143576.0,18.0,7976.0,1,75019
lefigaro,Appartement,1144000.0,132.0,8667.0,4,75017
lefigaro,Appartement,270000.0,27.0,10000.0,1,75014
lefigaro,Appartement,859000.0,72.0,11931.0,4,75016
lefigaro,Appartement,1134000.0,131.0,8656.0,5,75015
lefigaro,Appartement,1295000.0,81.58,15874.0,2,75006
lefigaro,Appartement,1109000.0,82.9,13378.0,4,75013
lefigaro,Appartement,210000.0,16.6,12651.0,1,75015
lefigaro,Appartement,360000.0,45.0,8000.0,2,75015
lefigaro,Appartement,1032000.0,96.0,10750.0,4,75011
lefigaro,Appartement,995000.0,90.1,11043.0,4,75015
lefigaro,Appartement,1363000.0,103.4,13182.0,4,75013
lefigaro,Appartement,988000.0,99.0,9980.0,4,75017
lefigaro,Appartement,1925000.0,187.0,10294.0,6,75017
lefigaro,Appartement,408900.0,33.71,12130.0,1,75012
lefigaro,Appartement,2800000.0,172.0,16279.0,7,75016
lefigaro,Appartement,721000.0,48.4,14897.0,2,75013
lefigaro,Appartement,550000.0,42.0,13095.0,2,75011
lefigaro,Appartement,980000.0,69.65,14070.0,2,75003
lefigaro,Appartement,390000.0,56.29,6928.0,2,75013
lefigaro,Appartement,585000.0,57.4,10192.0,3,75012
lefigaro,Appartement,1383000.0,103.4,13375.0,4,75013
lefigaro,Maison,4995000.0,400.0,12488.0,9,75017
lefigaro,Appartement,661000.0,56.0,11804.0,3,75018
lefigaro,Appartement,320000.0,31.0,10323.0,2,75020
lefigaro,Appartement,990000.0,76.0,13026.0,4,75017
lefigaro,Appartement,1179000.0,82.9,14222.0,3,75013
lefigaro,Appartement,850000.0,180.0,4722.0,5,75015
lefigaro,Appartement,1615000.0,112.0,14420.0,4,75017
lefigaro,Appartement,370000.0,40.5,9136.0,2,75015
lefigaro,Appartement,449000.0,45.0,9978.0,2,75011
lefigaro,Appartement,850000.0,90.2,9424.0,4,75012
lefigaro,Appartement,1420000.0,79.9,17772.0,3,75008
lefigaro,Appartement,729000.0,70.88,10285.0,3,75015
lefigaro,Appartement,185000.0,22.0,8409.0,1,75020
lefigaro,Appartement,1350000.0,95.5,14136.0,4,75008
lefigaro,Appartement,3440000.0,164.3,20937.0,6,75007
lefigaro,Appartement,1100000.0,83.0,13253.0,4,75013
lefigaro,Appartement,2480000.0,155.0,16000.0,7,75016
lefigaro,Appartement,1150000.0,93.0,12366.0,5,75006
lefigaro,Appartement,540000.0,50.0,10800.0,2,75015
lefigaro,Appartement,1196000.0,120.0,9967.0,6,75012
lefigaro,Appartement,1087000.0,82.9,13112.0,4,75013
lefigaro,Appartement,136808.0,20.36,6719.0,1,75019
lefigaro,Appartement,80000.0,10.5,7619.0,1,75016
lefigaro,Appartement,495000.0,39.3,12595.0,2,75016
lefigaro,Appartement,1350000.0,90.0,15000.0,3,75007
lefigaro,Appartement,357000.0,24.84,14372.0,1,75013
lefigaro,Appartement,230000.0,31.09,7398.0,2,75019
lefigaro,Appartement,975000.0,74.0,13176.0,2,75016
lefigaro,Appartement,1280000.0,80.0,16000.0,4,75007
lefigaro,Appartement,2550000.0,164.0,15549.0,5,75007
lefigaro,Appartement,1292000.0,107.5,12019.0,4,75013
lefigaro,Appartement,2790000.0,150.39,18552.0,5,75003
lefigaro,Appartement,500000.0,41.0,12195.0,2,75018
lefigaro,Appartement,670000.0,72.5,9241.0,3,75014
lefigaro,Appartement,998000.0,115.53,8638.0,4,75016
lefigaro,Appartement,739000.0,48.0,15396.0,2,75013
lefigaro,Appartement,770000.0,56.76,13566.0,3,75016
lefigaro,Appartement,600000.0,55.0,10909.0,2,75010
lefigaro,Appartement,850000.0,39.04,21773.0,2,75007
lefigaro,Appartement,322000.0,25.0,12880.0,1,75017
lefigaro,Appartement,740000.0,55.0,13455.0,3,75017
lefigaro,Appartement,740000.0,45.0,16444.0,2,75017
lefigaro,Appartement,800000.0,75.0,10667.0,4,75017
lefigaro,Appartement,895000.0,90.0,9944.0,4,75012
lefigaro,Appartement,3740000.0,265.0,14113.0,8,75017
lefigaro,Appartement,575000.0,46.0,12500.0,2,75011
lefigaro,Appartement,3150000.0,254.0,12402.0,5,75011
lefigaro,Appartement,395000.0,28.0,14107.0,2,75015
lefigaro,Appartement,2590000.0,220.0,11773.0,7,75017
lefigaro,Appartement,499000.0,46.0,10848.0,3,75016
lefigaro,Appartement,362000.0,24.84,14573.0,1,75013
lefigaro,Appartement,849500.0,78.71,10793.0,3,75017
lefigaro,Appartement,800000.0,70.0,11429.0,4,75017
lefigaro,Appartement,2295000.0,203.0,11305.0,7,75017
lefigaro,Appartement,1085000.0,98.04,11067.0,4,75009
lefigaro,Appartement,613000.0,44.3,13837.0,2,75013
lefigaro,Appartement,676000.0,85.0,7953.0,4,75018
lefigaro,Appartement,2100000.0,165.0,12727.0,8,75017
lefigaro,Appartement,1950000.0,175.0,11143.0,6,75017
lefigaro,Appartement,5250000.0,190.0,27632.0,8,75007
lefigaro,Appartement,355000.0,24.84,14291.0,1,75013
lefigaro,Appartement,1130000.0,78.15,14459.0,3,75007
lefigaro,Appartement,1690000.0,140.0,12071.0,5,75017
lefigaro,Appartement,480000.0,30.0,16000.0,1,75017
lefigaro,Appartement,1135000.0,68.0,16691.0,3,75003
lefigaro,Appartement,1318000.0,107.6,12249.0,4,75013
lefigaro,Appartement,345000.0,28.23,12221.0,1,75011
lefigaro,Appartement,832000.0,75.0,11093.0,3,75017
lefigaro,Appartement,850000.0,78.0,10897.0,3,75017
lefigaro,Appartement,893000.0,100.0,8930.0,5,75017
lefigaro,Appartement,520000.0,55.52,9366.0,3,75018
lefigaro,Appartement,845000.0,75.0,11267.0,4,75017
lefigaro,Appartement,2425000.0,170.19,14249.0,6,75017
lefigaro,Appartement,945000.0,70.0,13500.0,3,75017
lefigaro,Appartement,1100000.0,69.0,15942.0,3,75008
lefigaro,Appartement,2950000.0,170.0,17353.0,5,75016
lefigaro,Appartement,770000.0,75.0,10267.0,3,75017
lefigaro,Appartement,247000.0,19.0,13000.0,1,75017
lefigaro,Maison,5300000.0,415.0,12771.0,10,75006
lefigaro,Appartement,670000.0,40.0,16750.0,2,75008
lefigaro,Appartement,235000.0,15.0,15667.0,1,75017
lefigaro,Appartement,180000.0,10.0,18000.0,1,75008
lefigaro,Appartement,2230000.0,140.4,15883.0,5,75005
lefigaro,Appartement,349000.0,58.0,6017.0,2,75019
lefigaro,Appartement,540000.0,45.0,12000.0,2,75008
lefigaro,Maison,3150000.0,162.52,19382.0,7,75016
lefigaro,Appartement,663000.0,49.68,13345.0,2,75013
lefigaro,Appartement,495000.0,39.0,12692.0,2,75011
lefigaro,Appartement,750000.0,70.0,10714.0,3,75017
lefigaro,Appartement,1145000.0,93.42,12256.0,3,75015
lefigaro,Appartement,2100000.0,190.0,11053.0,5,75008
lefigaro,Appartement,675000.0,50.63,13332.0,2,75013
lefigaro,Appartement,1800000.0,175.0,10286.0,7,75017
lefigaro,Appartement,1459300.0,95.0,15361.0,5,75017
lefigaro,Appartement,620000.0,70.0,8857.0,3,75017
lefigaro,Appartement,1413160.0,100.0,14132.0,5,75017
lefigaro,Appartement,1434069.0,90.0,15934.0,5,75017
lefigaro,Appartement,840000.0,84.6,9929.0,4,75018
lefigaro,Appartement,2365000.0,192.0,12318.0,6,75017
lefigaro,Appartement,899000.0,86.0,10453.0,4,75011
lefigaro,Appartement,900000.0,92.15,9767.0,4,75012
lefigaro,Appartement,795000.0,80.67,9855.0,4,75011
lefigaro,Appartement,408000.0,28.4,14366.0,1,75013
lefigaro,Appartement,1500000.0,135.0,11111.0,6,75008
lefigaro,Appartement,4000000.0,274.0,14599.0,10,75008
lefigaro,Appartement,795000.0,77.16,10303.0,3,75017
lefigaro,Appartement,795000.0,80.67,9855.0,2,75011
lefigaro,Appartement,698000.0,48.22,14475.0,2,75013
lefigaro,Appartement,695000.0,86.46,8038.0,4,75020
lefigaro,Appartement,630000.0,81.0,7778.0,4,75020
lefigaro,Appartement,800000.0,70.23,11391.0,2,75017
lefigaro,Appartement,2600000.0,154.33,16847.0,6,75003
lefigaro,Appartement,710000.0,51.43,13805.0,2,75013
lefigaro,Appartement,990000.0,110.0,9000.0,5,75016
lefigaro,Appartement,1290000.0,87.77,14698.0,3,75006
lefigaro,Appartement,695000.0,62.0,11210.0,3,75017
lefigaro,Appartement,5750000.0,234.0,24573.0,6,75016
lefigaro,Appartement,855000.0,57.1,14974.0,2,75013
lefigaro,Appartement,395000.0,31.48,12548.0,1,75003
lefigaro,Appartement,530000.0,35.0,15143.0,2,75017
lefigaro,Appartement,185000.0,18.56,9968.0,1,75018
lefigaro,Appartement,1880000.0,142.0,13239.0,6,75008
lefigaro,Appartement,695000.0,48.22,14413.0,2,75013
lefigaro,Appartement,599000.0,50.0,11980.0,2,75017
lefigaro,Appartement,1290000.0,85.0,15176.0,4,75015
lefigaro,Appartement,1335000.0,124.0,10766.0,4,75010
lefigaro,Appartement,220000.0,17.04,12911.0,1,75017
lefigaro,Appartement,449900.0,70.0,6427.0,4,75013
lefigaro,Appartement,335000.0,26.0,12885.0,1,75017
lefigaro,Appartement,120000.0,11.0,10909.0,1,75006
lefigaro,Appartement,525000.0,51.01,10292.0,3,75012
lefigaro,Appartement,975000.0,58.82,16576.0,3,75003
lefigaro,Appartement,950000.0,96.06,9890.0,4,75010
lefigaro,Appartement,726000.0,49.68,14614.0,2,75013
lefigaro,Maison,460000.0,35.94,12799.0,3,75003
lefigaro,Appartement,235000.0,25.0,9400.0,1,75017
lefigaro,Appartement,1600000.0,144.0,11111.0,7,75017
lefigaro,Appartement,1890000.0,178.14,10610.0,6,75017
lefigaro,Appartement,706000.0,48.26,14629.0,2,75013
lefigaro,Appartement,545000.0,49.53,11003.0,3,75014
lefigaro,Appartement,225000.0,40.0,5625.0,2,75019
lefigaro,Appartement,3440000.0,164.27,20941.0,6,75007
lefigaro,Appartement,701000.0,50.3,13936.0,2,75013
lefigaro,Maison,1690000.0,172.42,9802.0,7,75014
lefigaro,Appartement,848000.0,88.0,9636.0,4,75019
lefigaro,Appartement,940000.0,59.02,15927.0,2,75004
lefigaro,Appartement,3700000.0,194.0,19072.0,7,75015
lefigaro,Appartement,887000.0,69.3,12799.0,3,75013
lefigaro,Appartement,580000.0,58.16,9972.0,2,75017
lefigaro,Appartement,2439300.0,161.33,15120.0,5,75003
lefigaro,Appartement,2650000.0,257.0,10311.0,7,75017
lefigaro,Appartement,315000.0,31.66,9949.0,1,75010
lefigaro,Appartement,646000.0,46.0,14043.0,2,75013
lefigaro,Appartement,376200.0,36.39,10338.0,1,75016
lefigaro,Appartement,288000.0,18.09,15920.0,1,75016
lefigaro,Appartement,445000.0,44.0,10114.0,2,75011
lefigaro,Appartement,1920000.0,115.15,16674.0,5,75007
lefigaro,Appartement,339000.0,43.0,7884.0,2,75018
lefigaro,Appartement,465000.0,45.07,10317.0,2,75015
lefigaro,Appartement,650000.0,66.0,9848.0,3,75016
lefigaro,Appartement,330000.0,66.0,5000.0,3,75013
lefigaro,Appartement,1550000.0,133.0,11654.0,5,75017
lefigaro,Appartement,2992500.0,159.05,18815.0,6,75007
lefigaro,Appartement,659000.0,49.68,13265.0,2,75013
lefigaro,Appartement,1400000.0,102.0,13725.0,6,75009
lefigaro,Appartement,1230000.0,90.0,13667.0,3,75016
lefigaro,Appartement,320000.0,37.0,8649.0,2,75017
lefigaro,Appartement,2500000.0,88.74,28172.0,4,75004
lefigaro,Appartement,637000.0,45.6,13969.0,2,75013
lefigaro,Maison,1295000.0,90.0,14389.0,3,75016
lefigaro,Appartement,299000.0,37.8,7910.0,3,75018
lefigaro,Appartement,449000.0,50.59,8875.0,2,75018
lefigaro,Appartement,1695000.0,135.91,12471.0,5,75014
lefigaro,Appartement,366000.0,23.3,15708.0,1,75013
lefigaro,Appartement,630000.0,45.0,14000.0,3,75017
lefigaro,Appartement,850500.0,90.57,9391.0,4,75012
lefigaro,Appartement,740000.0,70.0,10571.0,3,75016
lefigaro,Appartement,3990000.0,139.72,28557.0,5,75003
lefigaro,Appartement,580000.0,42.2,13744.0,2,75013
lefigaro,Appartement,2410000.0,172.18,13997.0,6,75008
lefigaro,Appartement,975000.0,78.0,12500.0,3,75012
lefigaro,Appartement,438900.0,38.0,11550.0,3,75003
lefigaro,Appartement,1150000.0,65.05,17679.0,2,75007
lefigaro,Appartement,570000.0,42.1,13539.0,2,75013
lefigaro,Appartement,1285000.0,135.0,9519.0,5,75017
lefigaro,Appartement,1165000.0,120.0,9708.0,3,75019
lefigaro,Appartement,1870000.0,163.62,11429.0,5,75010
lefigaro,Appartement,520000.0,57.82,8993.0,2,75013
lefigaro,Appartement,2100000.0,114.0,18421.0,4,75004
lefigaro,Appartement,900000.0,80.0,11250.0,3,75010
lefigaro,Appartement,780000.0,100.0,7800.0,3,75011
