source,type,prix,surface,prix_m2,nb_pieces,localisation
lefigaro,Appartement,2300000.0,173.85,13230.0,6,75008
lefigaro,Appartement,2903000.0,135.02,21501.0,5,75014
lefigaro,Appartement,1050000.0,85.15,12331.0,5,75006
lefigaro,Appartement,441000.0,41.83,10543.0,2,75013
lefigaro,Appartement,454000.0,41.73,10879.0,2,75017
lefigaro,Appartement,1796000.0,113.0,15894.0,6,75007
lefigaro,Appartement,330000.0,28.16,11719.0,2,75015
lefigaro,Appartement,790000.0,50.0,15800.0,2,75006
lefigaro,Appartement,179000.0,32.0,5594.0,1,75015
lefigaro,Appartement,357000.0,34.0,10500.0,2,75010
lefigaro,Appartement,141000.0,12.21,11548.0,1,75009
lefigaro,Appartement,1050000.0,83.0,12651.0,4,75011
lefigaro,Appartement,1290000.0,75.75,17030.0,3,75019
lefigaro,Appartement,1300000.0,82.41,15775.0,4,75018
lefigaro,Appartement,602000.0,83.42,7216.0,4,75019
lefigaro,Appartement,648000.0,54.46,11899.0,3,75018
lefigaro,Appartement,840000.0,55.41,15160.0,2,75007
lefigaro,Appartement,1190000.0,70.0,17000.0,3,75019
lefigaro,Appartement,5250000.0,224.02,23435.0,6,75007
lefigaro,Appartement,898000.0,67.02,13399.0,3,75007
lefigaro,Appartement,676000.0,41.75,16192.0,2,75007
lefigaro,Appartement,3050000.0,160.0,19063.0,5,75016
lefigaro,Appartement,750000.0,68.0,11029.0,3,75015
lefigaro,Appartement,680000.0,86.0,7907.0,5,75020
lefigaro,Appartement,2880000.0,177.62,16214.0,6,75007
lefigaro,Maison,1193000.0,103.0,11583.0,5,75011
lefigaro,Appartement,830000.0,105.0,7905.0,5,75018
lefigaro,Appartement,540750.0,36.19,14942.0,2,75008
lefigaro,Appartement,778000.0,65.35,11905.0,3,75017
lefigaro,Appartement,990000.0,147.0,6735.0,4,75018
lefigaro,Appartement,1085000.0,109.0,9954.0,5,75014
lefigaro,Appartement,1350000.0,99.0,13636.0,4,75009
lefigaro,Appartement,1350000.0,99.0,13636.0,4,75009
lefigaro,Appartement,2450000.0,327.0,7492.0,9,75020
lefigaro,Appartement,1045000.0,107.44,9726.0,5,75015
lefigaro,Appartement,480000.0,48.0,10000.0,3,75015
lefigaro,Appartement,225000.0,21.0,10714.0,1,75018
lefigaro,Appartement,245000.0,25.0,9800.0,1,75011
lefigaro,Appartement,1590000.0,154.07,10320.0,5,75009
lefigaro,Appartement,289900.0,24.4,11881.0,2,75010
lefigaro,Appartement,99000.0,15.84,6250.0,1,75017
lefigaro,Appartement,360000.0,34.0,10588.0,1,75016
lefigaro,Appartement,1540000.0,180.83,8516.0,5,75016
lefigaro,Maison,1130000.0,77.8,14524.0,3,75020
lefigaro,Appartement,498000.0,59.72,8339.0,3,75015
lefigaro,Appartement,546000.0,69.0,7913.0,3,75016
lefigaro,Appartement,590000.0,63.0,9365.0,2,75016
lefigaro,Appartement,950000.0,95.33,9965.0,4,75018
lefigaro,Appartement,1250000.0,107.2,11660.0,5,75020
lefigaro,Appartement,168000.0,17.35,9683.0,1,75015
lefigaro,Appartement,343000.0,27.46,12491.0,1,75002
lefigaro,Appartement,850000.0,89.2,9529.0,5,75015
lefigaro,Appartement,819000.0,80.0,10238.0,3,75016
lefigaro,Appartement,299000.0,34.1,8768.0,2,75018
lefigaro,Appartement,2190000.0,146.0,15000.0,4,75008
lefigaro,Appartement,549000.0,41.2,13325.0,2,75009
lefigaro,Appartement,549000.0,41.2,13325.0,2,75018
lefigaro,Appartement,820000.0,64.05,12802.0,3,75007
lefigaro,Appartement,613000.0,72.2,8490.0,4,75018
lefigaro,Appartement,578000.0,54.0,10704.0,1,75016
lefigaro,Appartement,315000.0,34.09,9240.0,2,75015
lefigaro,Appartement,2900000.0,120.0,24167.0,5,75015
lefigaro,Appartement,316000.0,40.09,7882.0,2,75019
lefigaro,Appartement,570000.0,57.46,9920.0,3,75015
lefigaro,Appartement,910000.0,98.0,9286.0,4,75015
lefigaro,Appartement,294000.0,32.09,9162.0,2,75015
lefigaro,Appartement,590000.0,79.0,7468.0,3,75011
lefigaro,Appartement,415000.0,35.55,11674.0,2,75003
lefigaro,Appartement,947000.0,56.13,16872.0,3,75007
lefigaro,Appartement,988000.0,114.6,8621.0,5,75018
lefigaro,Appartement,2115000.0,120.4,17566.0,4,75015
lefigaro,Appartement,340000.0,32.0,10625.0,2,75011
lefigaro,Appartement,310000.0,35.0,8857.0,2,75018
lefigaro,Appartement,4450000.0,175.63,25337.0,6,75006
lefigaro,Appartement,567063.0,83.2,6816.0,5,75018
lefigaro,Appartement,329000.0,33.15,9925.0,2,75014
lefigaro,Appartement,660000.0,42.01,15711.0,2,75014
lefigaro,Appartement,430000.0,40.6,10591.0,2,75019
lefigaro,Appartement,280000.0,17.3,16185.0,1,75007
lefigaro,Appartement,1265000.0,90.5,13978.0,4,75012
lefigaro,Appartement,215000.0,25.0,8600.0,2,75018
lefigaro,Appartement,640000.0,56.04,11420.0,3,75009
lefigaro,Maison,625000.0,57.0,10965.0,2,75011
lefigaro,Appartement,720000.0,49.35,14590.0,2,75007
lefigaro,Appartement,908000.0,69.5,13065.0,3,75012
lefigaro,Maison,3500000.0,332.0,10542.0,8,75016
lefigaro,Appartement,320000.0,29.5,10847.0,2,75010
lefigaro,Appartement,450000.0,51.6,8721.0,2,75015
lefigaro,Appartement,1195000.0,113.0,10575.0,7,75016
lefigaro,Appartement,1241000.0,90.5,13713.0,4,75012
lefigaro,Appartement,630000.0,63.25,9960.0,3,75011
lefigaro,Appartement,760000.0,63.0,12063.0,2,75007
lefigaro,Appartement,760000.0,63.0,12063.0,2,75015
lefigaro,Appartement,289900.0,24.4,11881.0,2,75011
lefigaro,Appartement,1499000.0,140.0,10707.0,5,75016
lefigaro,Appartement,790000.0,55.32,14281.0,2,75003
lefigaro,Appartement,3350000.0,244.0,13730.0,8,75005
lefigaro,Appartement,340000.0,38.0,8947.0,2,75020
lefigaro,Maison,1090000.0,108.0,10093.0,4,75014
lefigaro,Appartement,1395000.0,65.17,21406.0,3,75007
lefigaro,Appartement,1218000.0,90.5,13459.0,4,75012
lefigaro,Appartement,410000.0,33.6,12202.0,2,75009
lefigaro,Appartement,3395000.0,216.96,15648.0,8,75016
lefigaro,Appartement,1690000.0,148.0,11419.0,5,75008
lefigaro,Appartement,2100000.0,103.12,20365.0,3,75005
lefigaro,Appartement,1140000.0,83.5,13653.0,4,75012
lefigaro,Appartement,1590000.0,100.0,15900.0,4,75005
lefigaro,Appartement,1590000.0,100.0,15900.0,4,75005
lefigaro,Appartement,599000.0,64.0,9359.0,2,75015
lefigaro,Appartement,795000.0,73.43,10827.0,2,75009
lefigaro,Appartement,1194000.0,90.5,13193.0,4,75012
lefigaro,Appartement,545000.0,69.0,7899.0,2,75017
lefigaro,Appartement,599000.0,64.0,9359.0,2,75007
lefigaro,Appartement,899000.0,37.17,24186.0,2,75007
lefigaro,Appartement,835000.0,66.6,12538.0,2,75006
lefigaro,Appartement,653000.0,52.2,12510.0,2,75012
lefigaro,Appartement,925000.0,84.22,10983.0,3,75014
lefigaro,Appartement,268500.0,14.05,19110.0,1,75007
lefigaro,Appartement,2295000.0,158.21,14506.0,6,75005
lefigaro,Appartement,552000.0,42.9,12867.0,2,75012
lefigaro,Appartement,268500.0,14.05,19110.0,1,75006
lefigaro,Appartement,1950000.0,119.9,16264.0,5,75007
lefigaro,Appartement,250000.0,17.0,14706.0,1,75005
lefigaro,Appartement,950000.0,85.0,11176.0,3,75008
lefigaro,Appartement,815000.0,122.0,6680.0,5,75010
lefigaro,Appartement,699000.0,66.88,10452.0,3,75003
lefigaro,Appartement,1950000.0,119.9,16264.0,5,75015
lefigaro,Appartement,95000.0,20.0,4750.0,1,75016
lefigaro,Appartement,1470000.0,147.0,10000.0,5,75011
lefigaro,Appartement,7300000.0,387.72,18828.0,10,75016
lefigaro,Appartement,1118000.0,83.5,13389.0,4,75012
lefigaro,Appartement,1990000.0,144.0,13819.0,5,75001
lefigaro,Chambre,100000.0,12.0,8333.0,1,75017
lefigaro,Appartement,1420000.0,133.56,10632.0,4,75008
lefigaro,Appartement,1390000.0,123.5,11255.0,5,75016
lefigaro,Appartement,1160000.0,90.5,12818.0,4,75012
lefigaro,Appartement,1420000.0,133.56,10632.0,4,75016
lefigaro,Appartement,350000.0,30.21,11586.0,2,75018
lefigaro,Appartement,995000.0,106.0,9387.0,4,75012
lefigaro,Appartement,2390000.0,168.0,14226.0,6,75009
lefigaro,Appartement,640000.0,52.2,12261.0,2,75012
lefigaro,Appartement,505000.0,42.0,12024.0,2,75017
lefigaro,Appartement,950000.0,76.0,12500.0,3,75018
lefigaro,Appartement,399000.0,27.0,14778.0,2,75011
lefigaro,Maison,4950000.0,157.32,31465.0,7,75007
lefigaro,Appartement,1085000.0,83.5,12994.0,4,75012
lefigaro,Appartement,2490000.0,144.0,17292.0,5,75016
lefigaro,Appartement,695000.0,68.0,10221.0,4,75019
lefigaro,Appartement,687500.0,68.0,10110.0,4,75020
lefigaro,Appartement,1595000.0,127.93,12468.0,4,75018
lefigaro,Appartement,541000.0,42.9,12611.0,2,75012
lefigaro,Appartement,345000.0,42.0,8214.0,2,75017
lefigaro,Appartement,570000.0,37.54,15184.0,2,75016
lefigaro,Appartement,550000.0,47.0,11702.0,2,75017
lefigaro,Appartement,830000.0,70.0,11857.0,3,75016
lefigaro,Appartement,230000.0,27.0,8519.0,1,75018
lefigaro,Appartement,379000.0,35.0,10829.0,2,75010
lefigaro,Appartement,910000.0,78.13,11647.0,2,75016
lefigaro,Appartement,1000000.0,80.0,12500.0,3,75002
lefigaro,Appartement,230000.0,21.61,10643.0,2,75013
lefigaro,Appartement,2780000.0,174.45,15936.0,5,75007
lefigaro,Appartement,1125000.0,90.5,12431.0,4,75012
lefigaro,Appartement,192000.0,17.0,11294.0,2,75018
lefigaro,Appartement,595000.0,50.0,11900.0,3,75006
lefigaro,Appartement,375000.0,36.72,10212.0,2,75015
lefigaro,Appartement,2780000.0,174.45,15936.0,5,75015
lefigaro,Appartement,1053000.0,83.5,12611.0,4,75012
lefigaro,Appartement,1840000.0,182.0,10110.0,6,75017
lefigaro,Appartement,740000.0,55.0,13455.0,3,75007
lefigaro,Appartement,740000.0,55.0,13455.0,2,75007
lefigaro,Appartement,820000.0,34.05,24082.0,2,75007
lefigaro,Appartement,615000.0,52.2,11782.0,2,75012
lefigaro,Appartement,740000.0,55.0,13455.0,2,75015
lefigaro,Appartement,1198000.0,120.0,9983.0,4,75019
lefigaro,Appartement,1019200.0,100.0,10192.0,3,75012
lefigaro,Appartement,995000.0,108.6,9162.0,4,75019
lefigaro,Appartement,1032000.0,83.5,12359.0,4,75012
lefigaro,Appartement,1150000.0,55.39,20762.0,2,75007
lefigaro,Appartement,511000.0,45.0,11356.0,2,75018
lefigaro,Appartement,3150000.0,269.27,11698.0,9,75016
lefigaro,Appartement,298000.0,18.7,15936.0,1,75003
lefigaro,Appartement,1102000.0,90.5,12177.0,4,75012
lefigaro,Appartement,140000.0,11.0,12727.0,1,75016
lefigaro,Appartement,449000.0,45.0,9978.0,2,75018
lefigaro,Appartement,430000.0,48.0,8958.0,2,75018
lefigaro,Appartement,305000.0,35.19,8667.0,2,75018
lefigaro,Appartement,456900.0,43.49,10506.0,3,75012
lefigaro,Appartement,1150000.0,128.0,8984.0,5,75011
lefigaro,Appartement,899000.0,85.0,10576.0,3,75016
lefigaro,Appartement,550000.0,46.0,11957.0,2,75009
lefigaro,Appartement,550000.0,46.0,11957.0,2,75018
lefigaro,Appartement,1407000.0,98.75,14248.0,5,75001
lefigaro,Appartement,1079000.0,90.5,11923.0,4,75012
lefigaro,Appartement,190000.0,12.0,15833.0,1,75002
lefigaro,Appartement,175000.0,24.0,7292.0,1,75018
lefigaro,Appartement,255000.0,18.0,14167.0,2,75007
lefigaro,Appartement,1900000.0,122.62,15495.0,5,75005
lefigaro,Appartement,1009000.0,83.5,12084.0,4,75012
lefigaro,Appartement,345000.0,18.9,18254.0,1,75007
lefigaro,Appartement,1899000.0,88.74,21400.0,3,75006
lefigaro,Appartement,1899000.0,88.74,21400.0,3,75007
lefigaro,Appartement,1150000.0,60.25,19087.0,2,75006
lefigaro,Appartement,603000.0,52.2,11552.0,2,75012
lefigaro,Appartement,619000.0,52.42,11808.0,3,75015
lefigaro,Appartement,2295000.0,196.41,11685.0,7,75017
lefigaro,Appartement,750000.0,77.87,9631.0,3,75007
lefigaro,Appartement,499000.0,42.9,11632.0,2,75012
lefigaro,Appartement,2330000.0,89.0,26180.0,3,75004
lefigaro,Appartement,699000.0,73.0,9575.0,3,75015
lefigaro,Appartement,178000.0,20.0,8900.0,1,75018
lefigaro,Appartement,995000.0,108.0,9213.0,4,75013
lefigaro,Appartement,590000.0,52.2,11303.0,2,75012
lefigaro,Appartement,2990000.0,242.0,12355.0,6,75016
lefigaro,Appartement,1780000.0,131.0,13588.0,5,75011
lefigaro,Appartement,495000.0,95.0,5211.0,3,75015
lefigaro,Appartement,605000.0,69.58,8695.0,3,75014
lefigaro,Appartement,4725000.0,172.0,27471.0,5,75007
lefigaro,Appartement,140000.0,11.34,12346.0,1,75016
lefigaro,Appartement,318500.0,30.0,10617.0,1,75013
lefigaro,Appartement,695000.0,56.0,12411.0,3,75018
lefigaro,Appartement,649000.0,63.09,10287.0,2,75016
lefigaro,Appartement,2380000.0,210.04,11331.0,6,75016
lefigaro,Appartement,715000.0,57.0,12544.0,3,75013
lefigaro,Appartement,520000.0,55.0,9455.0,2,75012
lefigaro,Chambre,89000.0,9.48,9388.0,1,75006
lefigaro,Appartement,449000.0,40.0,11225.0,2,75017
lefigaro,Appartement,3990000.0,316.02,12626.0,7,75016
lefigaro,Appartement,1475000.0,96.0,15365.0,4,75013
lefigaro,Appartement,367000.0,27.43,13380.0,2,75009
lefigaro,Appartement,367000.0,27.43,13380.0,2,75018
lefigaro,Appartement,745000.0,64.45,11559.0,3,75010
lefigaro,Appartement,472000.0,27.27,17308.0,1,75007
lefigaro,Appartement,1242000.0,112.0,11089.0,5,75013
lefigaro,Appartement,475000.0,47.0,10106.0,2,75008
lefigaro,Appartement,360000.0,30.0,12000.0,2,75018
lefigaro,Appartement,630000.0,43.0,14651.0,2,75006
lefigaro,Appartement,830000.0,62.72,13233.0,4,75011
lefigaro,Appartement,350000.0,33.0,10606.0,1,75013
lefigaro,Appartement,1600000.0,91.38,17509.0,3,75007
lefigaro,Appartement,268000.0,28.0,9571.0,2,75018
lefigaro,Appartement,249000.0,27.3,9121.0,1,75020
lefigaro,Appartement,1390000.0,120.0,11583.0,4,75003
lefigaro,Appartement,620000.0,47.0,13191.0,2,75013
lefigaro,Appartement,595000.0,40.0,14875.0,2,75016
lefigaro,Appartement,775000.0,70.0,11071.0,2,75017
lefigaro,Appartement,670000.0,60.0,11167.0,3,75006
lefigaro,Appartement,484000.0,45.0,10756.0,2,75015
lefigaro,Appartement,348000.0,36.0,9667.0,2,75015
lefigaro,Appartement,498000.0,48.0,10375.0,2,75020
lefigaro,Appartement,670000.0,73.07,9169.0,4,75010
lefigaro,Appartement,3114000.0,123.4,25235.0,5,75006
lefigaro,Appartement,1280000.0,140.0,9143.0,4,75016
lefigaro,Appartement,750000.0,71.0,10563.0,3,75009
lefigaro,Appartement,1300000.0,95.0,13684.0,4,75015
lefigaro,Appartement,346000.0,37.0,9351.0,2,75012
lefigaro,Appartement,290000.0,40.0,7250.0,2,75013
lefigaro,Appartement,1664000.0,170.0,9788.0,6,75014
lefigaro,Appartement,950000.0,79.51,11948.0,3,75018
lefigaro,Appartement,650000.0,55.0,11818.0,2,75015
lefigaro,Appartement,389000.0,40.0,9725.0,1,75016
lefigaro,Appartement,315000.0,32.0,9844.0,2,75018
lefigaro,Appartement,409500.0,34.41,11901.0,1,75012
lefigaro,Appartement,1150000.0,44.95,25584.0,2,75008
lefigaro,Appartement,930000.0,80.0,11625.0,3,75015
lefigaro,Appartement,724000.0,70.0,10343.0,4,75020
lefigaro,Appartement,331000.0,35.0,9457.0,1,75016
lefigaro,Appartement,599000.0,53.3,11238.0,3,75014
lefigaro,Appartement,893475.0,100.0,8935.0,4,75017
lefigaro,Appartement,2900000.0,201.0,14428.0,5,75015
lefigaro,Appartement,1649000.0,94.0,17543.0,4,75007
lefigaro,Appartement,1649000.0,94.0,17543.0,4,75007
lefigaro,Maison,1650000.0,226.0,7301.0,9,75015
lefigaro,Appartement,500000.0,37.0,13514.0,1,75015
lefigaro,Appartement,445000.0,44.0,10114.0,3,75011
lefigaro,Appartement,539000.0,45.41,11870.0,3,75018
lefigaro,Appartement,546000.0,53.0,10302.0,3,75012
lefigaro,Appartement,785000.0,71.0,11056.0,3,75002
lefigaro,Appartement,290000.0,24.0,12083.0,1,75017
lefigaro,Appartement,590000.0,41.0,14390.0,2,75016
lefigaro,Appartement,899000.0,93.2,9646.0,4,75020
lefigaro,Appartement,430000.0,41.11,10460.0,3,75018
lefigaro,Appartement,420000.0,47.0,8936.0,3,75018
lefigaro,Appartement,999000.0,64.8,15417.0,3,75008
lefigaro,Appartement,645000.0,70.82,9108.0,4,75018
lefigaro,Appartement,325000.0,80.0,4063.0,4,75018
lefigaro,Appartement,161313.0,18.46,8739.0,1,75020
lefigaro,Appartement,2070000.0,153.89,13451.0,4,75016
lefigaro,Appartement,930000.0,71.39,13027.0,3,75017
lefigaro,Appartement,335000.0,36.71,9126.0,1,75018
lefigaro,Appartement,290000.0,35.0,8286.0,2,75015
lefigaro,Appartement,370000.0,45.45,8141.0,2,75019
lefigaro,Appartement,330000.0,30.42,10848.0,2,75017
lefigaro,Appartement,1260000.0,104.72,12032.0,4,75011
lefigaro,Appartement,791987.0,107.15,7391.0,5,75018
lefigaro,Chambre,99000.0,9.0,11000.0,1,75016
lefigaro,Appartement,760000.0,68.0,11176.0,2,75016
lefigaro,Appartement,595000.0,32.0,18594.0,1,75001
lefigaro,Appartement,2800000.0,231.03,12120.0,7,75016
lefigaro,Appartement,990000.0,107.62,9199.0,5,75018
lefigaro,Appartement,295000.0,23.0,12826.0,1,75018
lefigaro,Appartement,995000.0,86.45,11510.0,5,75016
lefigaro,Appartement,2305000.0,110.0,20955.0,3,75004
lefigaro,Appartement,2420000.0,148.15,16335.0,4,75019
lefigaro,Appartement,1890000.0,90.0,21000.0,5,75007
lefigaro,Appartement,549000.0,65.0,8446.0,3,75020
lefigaro,Appartement,359000.0,39.0,9205.0,2,75012
lefigaro,Appartement,460000.0,54.0,8519.0,2,75017
lefigaro,Appartement,440000.0,38.0,11579.0,2,75004
lefigaro,Appartement,235000.0,20.0,11750.0,1,75002
lefigaro,Appartement,540000.0,50.0,10800.0,2,75017
lefigaro,Appartement,1790000.0,134.0,13358.0,5,75016
lefigaro,Appartement,2290000.0,156.0,14679.0,5,75009
lefigaro,Appartement,432000.0,29.2,14795.0,1,75012
lefigaro,Appartement,579000.0,74.39,7783.0,3,75020
lefigaro,Appartement,699000.0,71.34,9798.0,3,75020
lefigaro,Appartement,310000.0,37.0,8378.0,2,75015
lefigaro,Appartement,2650000.0,84.0,31548.0,4,75016
lefigaro,Appartement,788000.0,63.8,12351.0,3,75012
lefigaro,Appartement,1190000.0,90.0,13222.0,5,75003
lefigaro,Appartement,315000.0,25.0,12600.0,1,75017
lefigaro,Appartement,295000.0,27.0,10926.0,2,75018
lefigaro,Appartement,5800000.0,307.07,18888.0,6,75016
lefigaro,Appartement,812000.0,63.7,12747.0,3,75012
lefigaro,Appartement,751000.0,84.0,8940.0,4,75012
lefigaro,Appartement,790000.0,70.0,11286.0,3,75017
lefigaro,Appartement,425000.0,30.0,14167.0,2,75009
lefigaro,Appartement,695000.0,65.06,10682.0,2,75019
lefigaro,Appartement,1976000.0,136.3,14497.0,5,75012
lefigaro,Appartement,850000.0,70.9,11989.0,3,75011
lefigaro,Appartement,449900.0,45.0,9998.0,2,75018
lefigaro,Appartement,497000.0,54.0,9204.0,2,75015
lefigaro,Appartement,6500000.0,294.38,22080.0,8,75017
lefigaro,Appartement,425000.0,29.2,14555.0,1,75012
lefigaro,Appartement,379000.0,36.36,10424.0,2,75012
lefigaro,Appartement,414000.0,44.0,9409.0,1,75015
lefigaro,Appartement,567000.0,48.0,11813.0,2,75017
lefigaro,Appartement,794200.0,82.0,9685.0,3,75016
lefigaro,Appartement,495000.0,39.1,12660.0,2,75016
lefigaro,Appartement,289000.0,31.0,9323.0,2,75014
lefigaro,Appartement,1095000.0,121.0,9050.0,4,75010
lefigaro,Appartement,3100000.0,191.0,16230.0,5,75016
lefigaro,Appartement,320000.0,31.0,10323.0,2,75002
lefigaro,Appartement,1210000.0,91.0,13297.0,4,75016
lefigaro,Appartement,1135000.0,79.4,14295.0,4,75012
lefigaro,Appartement,285000.0,28.0,10179.0,1,75011
lefigaro,Appartement,329000.0,44.0,7477.0,2,75019
lefigaro,Appartement,2340000.0,190.67,12273.0,7,75017
lefigaro,Maison,1295000.0,84.3,15362.0,3,75016
lefigaro,Appartement,1146000.0,79.5,14415.0,4,75012
lefigaro,Appartement,595000.0,33.7,17656.0,2,75006
lefigaro,Appartement,1050000.0,75.0,14000.0,3,75016
lefigaro,Appartement,336000.0,34.0,9882.0,2,75010
lefigaro,Appartement,550000.0,36.31,15147.0,2,75003
lefigaro,Appartement,400000.0,29.2,13699.0,1,75012
lefigaro,Appartement,649000.0,60.03,10811.0,2,75004
lefigaro,Appartement,225000.0,23.0,9783.0,1,75018
lefigaro,Appartement,310000.0,36.0,8611.0,3,75012
lefigaro,Appartement,2480000.0,148.15,16740.0,5,75007
lefigaro,Appartement,789000.0,63.8,12367.0,3,75012
lefigaro,Appartement,730000.0,63.08,11573.0,3,75018
lefigaro,Appartement,195000.0,18.71,10422.0,2,75016
lefigaro,Appartement,439000.0,40.0,10975.0,2,75009
lefigaro,Appartement,4400000.0,166.0,26506.0,4,75007
lefigaro,Appartement,1114000.0,79.4,14030.0,4,75012
lefigaro,Appartement,3150000.0,211.46,14896.0,7,75016
lefigaro,Appartement,1850000.0,155.0,11935.0,6,75017
lefigaro,Appartement,1050000.0,99.14,10591.0,5,75016
lefigaro,Appartement,525000.0,40.62,12925.0,2,75011
lefigaro,Appartement,184000.0,17.0,10824.0,1,75014
lefigaro,Appartement,1180000.0,70.0,16857.0,3,75016
lefigaro,Appartement,1450000.0,120.0,12083.0,5,75015
lefigaro,Appartement,1450000.0,120.0,12083.0,5,75007
lefigaro,Appartement,395000.0,34.0,11618.0,2,75010
lefigaro,Appartement,849000.0,54.9,15464.0,2,75001
lefigaro,Appartement,393000.0,29.2,13459.0,1,75012
lefigaro,Appartement,365000.0,32.44,11252.0,2,75018
lefigaro,Appartement,340000.0,29.0,11724.0,2,75018
lefigaro,Appartement,72000.0,9.84,7317.0,1,75013
lefigaro,Appartement,4500000.0,254.6,17675.0,6,75008
lefigaro,Appartement,1092000.0,79.4,13753.0,4,75012
lefigaro,Appartement,520000.0,48.0,10833.0,2,75017
lefigaro,Appartement,299000.0,38.0,7868.0,2,75018
lefigaro,Appartement,760000.0,70.0,10857.0,3,75014
lefigaro,Appartement,915000.0,84.36,10846.0,4,75014
lefigaro,Appartement,766000.0,63.8,12006.0,3,75012
lefigaro,Appartement,545000.0,62.0,8790.0,3,75013
lefigaro,Appartement,2000000.0,165.0,12121.0,6,75011
lefigaro,Appartement,2608000.0,224.0,11643.0,7,75016
lefigaro,Appartement,849000.0,90.74,9356.0,5,75015
lefigaro,Appartement,1125000.0,79.5,14151.0,4,75012
lefigaro,Appartement,1550000.0,132.72,11679.0,5,75017
lefigaro,Appartement,439000.0,47.64,9215.0,3,75017
lefigaro,Appartement,469000.0,48.5,9670.0,2,75012
lefigaro,Appartement,4150000.0,253.0,16403.0,6,75008
lefigaro,Appartement,1103000.0,79.5,13874.0,4,75012
lefigaro,Appartement,232000.0,18.0,12889.0,1,75005
lefigaro,Appartement,505000.0,43.0,11744.0,2,75016
lefigaro,Appartement,779900.0,72.0,10832.0,3,75019
lefigaro,Appartement,555000.0,42.3,13121.0,2,75003
lefigaro,Appartement,425000.0,55.0,7727.0,2,75018
lefigaro,Appartement,860000.0,70.0,12286.0,3,75018
lefigaro,Appartement,202350.0,17.0,11903.0,2,75017
lefigaro,Appartement,379000.0,38.03,9966.0,2,75020
lefigaro,Appartement,525000.0,74.0,7095.0,3,75015
lefigaro,Appartement,895000.0,65.0,13769.0,3,75005
lefigaro,Appartement,305000.0,32.0,9531.0,1,75020
lefigaro,Appartement,327285.0,35.0,9351.0,1,75015
lefigaro,Appartement,409000.0,55.0,7436.0,3,75018
lefigaro,Appartement,3500000.0,145.0,24138.0,5,75006
lefigaro,Appartement,1061000.0,79.4,13363.0,4,75012
lefigaro,Appartement,499000.0,35.0,14257.0,2,75003
lefigaro,Appartement,549000.0,60.0,9150.0,3,75012
lefigaro,Appartement,2800000.0,214.0,13084.0,6,75004
lefigaro,Appartement,1995000.0,135.0,14778.0,5,75016
lefigaro,Appartement,1029000.0,79.4,12960.0,4,75012
lefigaro,Appartement,756000.0,74.0,10216.0,4,75020
lefigaro,Appartement,245000.0,24.0,10208.0,1,75012
lefigaro,Appartement,595000.0,33.05,18003.0,2,75016
lefigaro,Appartement,1508000.0,87.01,17331.0,3,75007
lefigaro,Appartement,1071000.0,79.5,13472.0,4,75012
lefigaro,Appartement,290000.0,21.05,13777.0,1,75018
lefigaro,Appartement,385000.0,27.0,14259.0,2,75006
lefigaro,Appartement,514000.0,41.3,12446.0,2,75011
lefigaro,Appartement,995000.0,96.52,10309.0,5,75010
lefigaro,Appartement,1039000.0,79.5,13069.0,4,75012
lefigaro,Appartement,1295000.0,108.76,11907.0,4,75015
lefigaro,Appartement,556500.0,50.8,10955.0,3,75019
lefigaro,Appartement,299000.0,28.23,10592.0,2,75011
lefigaro,Appartement,127000.0,11.41,11131.0,1,75012
lefigaro,Appartement,1150000.0,86.0,13372.0,4,75015
lefigaro,Appartement,930000.0,78.0,11923.0,3,75016
lefigaro,Appartement,690000.0,53.0,13019.0,2,75016
lefigaro,Appartement,465000.0,44.0,10568.0,2,75015
lefigaro,Appartement,1950000.0,203.0,9606.0,6,75017
lefigaro,Appartement,630000.0,41.03,15355.0,2,75007
lefigaro,Appartement,1008000.0,79.4,12695.0,4,75012
lefigaro,Appartement,219500.0,22.0,9977.0,1,75011
lefigaro,Appartement,378000.0,40.0,9450.0,2,75020
lefigaro,Appartement,230000.0,23.38,9837.0,1,75008
lefigaro,Appartement,1045000.0,127.0,8228.0,5,75013
lefigaro,Appartement,1018000.0,79.5,12805.0,4,75012
lefigaro,Appartement,230000.0,23.38,9837.0,1,75017
lefigaro,Appartement,1030000.0,77.0,13377.0,4,75001
lefigaro,Appartement,1030000.0,77.0,13377.0,4,75001
lefigaro,Appartement,1742000.0,186.24,9354.0,7,75016
lefigaro,Appartement,370000.0,29.2,12671.0,1,75012
lefigaro,Appartement,430000.0,42.11,10211.0,2,75018
lefigaro,Appartement,455000.0,37.7,12069.0,1,75016
lefigaro,Appartement,455000.0,46.73,9737.0,2,75017
lefigaro,Appartement,3490000.0,130.0,26846.0,5,75006
lefigaro,Appartement,997000.0,79.5,12541.0,4,75012
lefigaro,Appartement,202000.0,24.54,8231.0,1,75012
lefigaro,Appartement,420000.0,35.0,12000.0,2,75014
lefigaro,Appartement,223000.0,22.0,10136.0,2,75018
lefigaro,Appartement,1390000.0,84.32,16485.0,5,75003
lefigaro,Appartement,579000.0,41.5,13952.0,1,75012
lefigaro,Appartement,599000.0,41.45,14451.0,2,75005
lefigaro,Appartement,1910000.0,135.0,14148.0,6,75016
lefigaro,Appartement,1980000.0,150.0,13200.0,6,75006
lefigaro,Appartement,832000.0,75.0,11093.0,3,75017
